"""siteid""","""sitename""","""county""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-05-01 00:00",6.5
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-05-01 00:00",1.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-05-01 00:00",12
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-05-01 00:00",47.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-05-01 00:00",0.22
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-05-01 00:00",6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-05-01 01:00",0.22
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-05-01 01:00",7
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-05-01 01:00",9.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-05-01 01:00",2
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-05-01 01:00",45
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-05-01 01:00",1.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-05-01 02:00",2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-05-01 02:00",0.8
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-05-01 02:00",48.8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-05-01 02:00",6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-05-01 02:00",0.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-05-01 02:00",2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-05-01 03:00",5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-05-01 03:00",4
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-05-01 03:00",4.8
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-05-01 03:00",48.3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-05-01 03:00",0.2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-05-01 03:00",0.7
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-05-01 04:00",49.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-05-01 04:00",7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-05-01 04:00",0.2
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-05-01 04:00",4.5
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-05-01 04:00",0.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-05-01 04:00",4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-05-01 05:00",6
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-05-01 05:00",0.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-05-01 05:00",5
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-05-01 05:00",48.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-05-01 05:00",0.2
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-05-01 05:00",4.5
